,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
12996,12996,13955,Florian Schock,61,58,59,56,62,26,62,26,25,6,9,42,8,6,11,30,13,13,20,16,11,8,28,29,57,11,30,14,14,8,11,12,62,28,76,16,GK,2,1,Right,"199cm / 6'6""",95kg / 209lb,,23,Germany,Bundesliga 2,Düsseldorf,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florian-schock/264529,58.0,59.0,56.0,62.0,62.0
12997,12997,13955,Oscar Schwartau,61,73,58,54,67,35,59,76,71,54,59,63,52,48,57,56,48,40,59,54,56,66,78,74,62,66,52,36,44,32,35,34,61,65,62,41,CAM,4,3,Right,"186cm / 6'1""",75kg / 165lb,ST,18,Denmark,EFL Championship,Norwich,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oscar-schwartau/269903,,,,,
12998,12998,13955,James Scott,61,64,61,47,60,19,65,62,66,58,60,67,63,52,54,49,50,46,48,35,61,63,61,44,53,61,54,13,62,14,16,12,77,42,81,52,ST,4,2,Right,"189cm / 6'2""",95kg / 209lb,,24,Scotland,Scottish Prem,St. Mirren,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-scott/245553,,,,,
12999,12999,13955,Alexander Sebald,61,62,61,59,67,35,56,32,40,6,6,44,6,7,12,25,8,8,18,11,11,17,35,38,48,12,49,12,9,6,14,11,57,32,69,14,GK,3,1,Right,"189cm / 6'2""",80kg / 176lb,,28,Germany,3. Liga,Energie Cottbus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexander-sebald/244458,62.0,61.0,59.0,56.0,67.0
13000,13000,13955,Alexis Segovia,61,76,50,54,66,34,47,78,75,52,48,59,44,49,63,54,57,50,53,53,52,68,73,76,46,64,60,20,43,34,36,42,47,60,43,40,RM,3,3,Left,"178cm / 5'10""",64kg / 141lb,RW,20,Argentina,Primera División,Central Córdoba,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexis-segovia/270036,,,,,
13001,13001,13955,Diego Segovia,61,60,61,63,63,35,62,38,31,10,4,47,6,5,16,38,11,10,23,20,9,8,34,24,50,14,34,12,13,13,16,14,58,28,64,28,GK,2,1,Right,"191cm / 6'3""",80kg / 176lb,,24,Uruguay,Primera División,Independiente,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-segovia/258282,60.0,61.0,63.0,62.0,63.0
13002,13002,13955,Cory Sene,61,47,36,41,45,60,70,39,53,34,32,43,38,32,36,40,31,28,49,42,41,39,53,38,59,47,54,62,54,60,61,61,64,51,83,65,CB,3,2,Right,"196cm / 6'5""",94kg / 207lb,,23,Senegal,Česká Liga,Viktoria Plzeň,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cory-sene/252185,,,,,
13003,13003,13955,Jack Senior,61,76,24,50,57,56,68,78,74,47,21,27,20,25,25,46,57,24,55,47,46,54,81,74,56,52,53,58,54,55,56,55,71,74,67,63,LB,3,2,Left,"173cm / 5'8""",63kg / 139lb,CB,27,England,EFL League Two,Doncaster,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-senior/230149,,,,,
13004,13004,13955,Junior Senneville,61,56,49,59,60,59,50,61,52,53,49,52,48,32,44,59,59,48,63,57,39,56,58,78,61,63,62,59,53,57,63,60,50,51,46,60,RB,3,2,Right,"171cm / 5'7""",69kg / 152lb,,33,France,Ligue 2 BKT,USL Dunkerque,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junior-senneville/276024,,,,,
13005,13005,13955,Daniel Șerbănică,61,66,36,53,45,57,64,63,68,47,31,48,34,37,35,46,56,33,60,54,38,33,65,63,61,50,57,55,43,58,61,59,55,68,66,58,LB,3,2,Left,"181cm / 5'11""",76kg / 168lb,,28,Romania,SUPERLIGA,Unirea Slobozia,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-serbanica/257722,,,,,
13006,13006,13955,André Seruca,61,53,36,50,54,62,69,52,54,40,30,52,31,34,48,45,39,32,59,57,40,54,41,43,57,58,54,61,62,60,63,62,71,65,78,51,CDM,2,2,Right,"191cm / 6'3""",78kg / 172lb,CB,23,Portugal,Liga Portugal,Farense,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andre-seruca/277661,,,,,
13007,13007,13955,Laorent Shabani,61,80,53,56,63,52,61,81,80,54,52,59,53,48,46,59,55,48,58,54,53,62,78,71,55,61,57,52,44,56,52,52,60,73,56,58,LW,3,3,Right,"175cm / 5'9""",71kg / 157lb,LM,25,Albania,Allsvenskan,IFK Norrköping,"Flair, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laorent-shabani/241577,,,,,
13008,13008,13955,Teddy Sharman-Lowe,61,60,59,61,63,35,58,33,37,10,10,46,10,10,13,32,11,13,27,35,13,15,38,35,57,28,40,13,12,15,13,13,52,25,55,25,GK,3,1,Right,"193cm / 6'4""",87kg / 192lb,,21,England,EFL League Two,Doncaster,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/teddy-sharman-lowe/257126,60.0,59.0,61.0,58.0,63.0
13009,13009,13955,Florent Shehu,61,69,59,60,66,28,52,69,69,52,52,70,67,50,65,58,58,61,61,61,71,68,73,70,46,66,55,24,51,26,27,24,60,49,59,38,RM,3,3,Left,"184cm / 6'0""",71kg / 157lb,"CAM, RW",22,Albania,Trendyol Süper Lig,Adana Demirspor,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florent-shehu/278185,,,,,
13010,13010,13955,Shen Zigui,61,78,56,49,64,40,57,78,78,61,57,60,53,47,48,55,50,40,48,45,47,65,73,84,60,59,54,28,41,34,52,42,58,65,58,46,LM,3,3,Right,"180cm / 5'11""",67kg / 148lb,LW,23,Chinese Taipei,CSL,Shanghai Port FC,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shen-zigui/255417,,,,,
13011,13011,13955,Shi Xiaotian,61,63,61,57,65,38,56,39,36,14,13,43,14,15,24,39,18,14,28,24,20,15,34,47,56,17,27,22,12,11,14,20,42,30,40,17,GK,2,1,Right,"190cm / 6'3""",79kg / 174lb,,34,China PR,CSL,Qingdao W. Coast,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/shi-xiaotian/222274,63.0,61.0,57.0,56.0,65.0
13012,13012,13955,Artur Siemaszko,61,73,58,50,64,31,69,71,75,59,61,60,53,44,65,51,48,31,57,44,39,63,73,69,60,64,61,41,60,39,12,15,77,70,74,55,RM,3,3,Right,"181cm / 5'11""",74kg / 163lb,RW,27,Poland,PKO BP Ekstraklasa,Puszcza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/artur-siemaszko/235271,,,,,
13013,13013,13955,Ísak Andri Sigurgeirsson,61,73,60,55,61,25,50,71,74,61,62,60,57,52,53,58,49,51,58,51,56,60,69,58,56,62,58,24,36,21,27,22,46,68,47,38,LW,4,3,Right,"175cm / 5'9""",72kg / 159lb,LM,21,Iceland,Allsvenskan,IFK Norrköping,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isak-andri-sigurgeirsson/277698,,,,,
13014,13014,13955,Robert Silaghi,61,73,55,58,63,41,61,74,72,54,57,54,51,57,47,58,52,48,63,57,57,61,74,67,61,62,63,43,42,37,44,38,58,74,61,47,CAM,3,3,Right,"178cm / 5'10""",70kg / 154lb,"LM, RM",22,Romania,SUPERLIGA,FC Univ. Cluj,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-silaghi/278111,,,,,
13015,13015,13955,Rodrigo Duarte,61,73,51,58,65,26,44,76,70,54,53,46,45,58,57,60,54,51,60,56,55,63,83,70,56,62,64,19,34,21,31,34,44,55,43,32,RW,2,3,Left,"177cm / 5'10""",64kg / 141lb,"LW, RM",18,Portugal,Liga Portugal,Vitória SC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodrigo-duarte/71478,,,,,
13016,13016,13955,Facundo Silvestre,61,60,61,63,61,53,62,60,60,56,59,65,64,49,61,66,58,55,67,56,62,62,67,59,53,59,61,51,48,50,57,57,58,69,64,48,CM,3,2,Right,"184cm / 6'0""",79kg / 174lb,CDM,23,Uruguay,Sudamericana,Danubio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-silvestre/71544,,,,,
13017,13017,13955,Moonga Simba,61,81,53,52,65,29,61,81,81,56,53,58,50,52,48,55,52,48,54,46,52,65,76,75,50,64,54,30,36,32,24,26,63,52,69,54,RW,2,4,Left,"183cm / 6'0""",70kg / 154lb,RM,24,Sweden,Eliteserien,SK Brann,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/moonga-simba/262226,,,,,
13018,13018,13955,Manvir Singh,61,78,58,52,57,31,73,70,84,63,60,60,54,51,56,50,62,31,50,52,50,58,61,35,59,57,50,29,61,24,28,31,77,69,78,64,RM,3,2,Right,"188cm / 6'2""",78kg / 172lb,"LM, RW",28,India,ISL,Mohun Bagan SG,"Power Header, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manvir-singh/248300,,,,,
13019,13019,13955,Chinglensana Singh,61,68,26,41,49,59,75,67,69,26,21,39,22,20,38,32,22,27,57,54,21,48,59,31,51,50,43,50,50,60,64,63,78,70,77,74,CB,3,2,Right,"185cm / 6'1""",80kg / 176lb,,27,India,ISL,Bengaluru FC,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chinglensana-singh/234508,,,,,
13020,13020,13955,Prabhsukhan Singh Gill,61,60,65,64,60,29,64,29,29,7,7,48,10,9,12,39,13,12,34,30,12,13,29,49,45,20,28,12,15,19,14,13,58,22,52,28,GK,1,1,Left,"183cm / 6'0""",70kg / 154lb,,23,India,ISL,East Bengal,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/prabhsukhan-singh-gill/253065,60.0,65.0,64.0,64.0,60.0
13021,13021,13955,Laurs Skjellerup,61,69,59,54,58,35,65,70,68,61,63,57,54,51,56,57,51,35,57,54,44,57,59,65,59,59,59,34,61,28,33,35,74,55,71,58,ST,3,2,Right,"195cm / 6'5""",81kg / 179lb,,22,Denmark,Allsvenskan,IFK Göteborg,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laurs-skjellerup/257324,,,,,
13022,13022,13955,Jordan Smith,61,62,60,55,62,35,60,36,33,12,15,41,20,12,23,40,14,13,28,22,16,16,48,44,56,24,51,14,14,21,16,15,54,29,55,27,GK,4,1,Left,"183cm / 6'0""",75kg / 165lb,,29,England,Scottish Prem,Hibernian,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordan-smith/222876,62.0,60.0,55.0,60.0,62.0
13023,13023,13955,Grant Smith,61,61,57,62,61,34,60,35,33,10,18,47,16,16,32,19,17,20,31,26,19,13,34,50,58,26,39,11,14,22,14,13,57,20,62,26,GK,3,1,Left,"185cm / 6'1""",86kg / 190lb,,30,England,EFL League Two,Bromley FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grant-smith/219854,61.0,57.0,62.0,60.0,61.0
13024,13024,13955,Tyler Smith,61,78,60,47,62,28,59,77,78,62,61,62,56,56,58,50,35,33,56,41,54,60,77,73,59,60,57,22,57,29,24,23,71,65,60,46,ST,3,2,Right,"177cm / 5'10""",72kg / 159lb,,25,England,EFL League Two,Bradford City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tyler-smith/240775,,,,,
13025,13025,13955,Kacper Smoliński,61,64,52,59,63,58,58,64,64,58,54,54,53,37,40,61,55,38,63,62,47,62,61,80,54,63,62,60,51,56,61,58,58,63,56,56,CM,3,3,Left,"174cm / 5'9""",62kg / 137lb,,23,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kacper-smolinski/252506,,,,,
13026,13026,13955,Song Long,61,67,37,54,59,56,68,70,64,52,40,34,30,32,44,40,54,42,63,61,41,58,57,68,54,61,56,55,65,56,54,56,75,70,72,56,LB,3,2,Right,"180cm / 5'11""",72kg / 159lb,,35,China PR,CSL,Qingdao Hainiu,"Long Ball Pass, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/song-long/239858,,,,,
13027,13027,13955,Song Si Woo,61,74,62,56,59,36,54,75,73,66,65,64,57,54,53,53,57,46,59,54,58,56,70,73,60,58,64,39,48,29,36,38,61,38,59,62,ST,3,3,Left,"174cm / 5'9""",73kg / 161lb,RM,31,Korea Republic,K League 1,Incheon United,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/song-si-woo/233581,,,,,
13028,13028,13955,Jude Soonsup-Bell,61,75,62,47,58,30,61,78,72,59,64,61,60,48,64,52,37,48,54,32,53,56,68,64,58,58,55,18,59,31,28,23,74,51,65,61,ST,2,4,Right,"182cm / 6'0""",80kg / 176lb,"LM, RM",20,England,LALIGA HYPERMOTION,Córdoba CF,"Flair, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jude-soonsup-bell/273930,,,,,
13029,13029,13955,Tore André Sørås,61,65,56,58,62,57,70,68,62,60,54,63,56,51,50,60,52,50,62,58,56,63,60,57,60,63,58,59,58,58,56,55,72,68,73,63,CM,2,3,Right,"190cm / 6'3""",84kg / 185lb,CAM,26,Norway,Eliteserien,HamKam Fotball,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tore-andre-s-ras/239960,,,,,
13030,13030,13955,Maxime Soulas,61,62,35,49,51,60,66,56,66,41,32,43,36,30,30,37,51,29,59,54,32,49,48,48,57,54,61,58,60,58,63,57,69,55,73,60,CB,2,2,Right,"191cm / 6'3""",79kg / 174lb,,25,France,3F Superliga,Sønderjyske,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maxime-soulas/264502,,,,,
13031,13031,13955,Ole Springer,61,61,60,57,62,48,59,48,48,16,8,43,11,8,23,31,18,13,14,12,16,6,40,37,60,23,19,17,10,12,9,15,57,35,58,37,GK,2,1,Right,"189cm / 6'2""",83kg / 183lb,,32,Germany,3. Liga,Rot-Weiss Essen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ole-springer/204552,61.0,60.0,57.0,59.0,62.0
13032,13032,13955,Jason Sraha,61,64,26,38,45,60,69,61,66,30,24,34,17,24,37,29,39,24,46,39,26,43,42,47,60,45,45,60,60,61,60,58,72,62,75,61,CB,2,2,Left,"196cm / 6'5""",88kg / 194lb,LB,21,England,EFL League One,Burton Albion,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jason-sraha/264255,,,,,
13033,13033,13955,Luka Stankovski,61,64,53,64,69,47,59,65,63,63,53,58,48,45,58,61,61,64,67,64,62,72,58,50,51,74,65,41,46,57,43,45,59,55,67,44,CM,3,2,Right,"190cm / 6'3""",76kg / 168lb,"CAM, CDM",22,North Macedonia,Trendyol Süper Lig,Gaziantep,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luka-stankovski/266244,,,,,
13034,13034,13955,Mateusz Stępień,61,78,49,55,61,24,53,80,77,54,54,52,34,54,51,57,55,33,60,49,51,63,68,58,50,59,48,23,33,22,24,23,56,56,58,34,RM,3,3,Right,"184cm / 6'0""",76kg / 168lb,RW,22,Poland,PKO BP Ekstraklasa,Stal Mielec,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mateusz-stepien/248124,,,,,
13035,13035,13955,Lennart Stoll,61,68,50,57,57,58,68,66,70,57,50,58,46,39,40,61,49,47,63,58,37,57,41,55,61,61,58,51,62,60,61,54,70,74,69,55,RM,2,2,Right,"189cm / 6'2""",77kg / 170lb,"CB, RW",28,Germany,Bundesliga 2,SSV Ulm 1846,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lennart-stoll/238560,,,,,
13036,13036,13955,Tony Strata,61,65,34,52,59,57,55,66,64,48,34,34,30,32,46,39,60,34,59,53,38,59,72,75,59,55,48,58,49,54,62,55,53,63,52,51,LB,3,2,Right,"177cm / 5'10""",70kg / 154lb,RB,20,Romania,Ligue 2 BKT,AC Ajaccio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tony-strata/275516,,,,,
13037,13037,13955,Yasir Subaşı,61,70,36,45,57,58,64,70,70,50,36,35,29,35,48,42,60,41,44,34,37,54,74,65,58,55,43,60,48,62,58,55,61,67,65,56,LB,2,2,Left,"180cm / 5'11""",73kg / 161lb,,28,Turkey,Trendyol Süper Lig,Konyaspor,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yasir-subas/228918,,,,,
13038,13038,13955,Sun Jie,61,39,42,51,54,59,75,46,33,27,33,54,55,28,48,33,44,54,59,65,58,58,55,34,48,53,56,56,68,59,59,57,71,72,78,71,CB,3,2,Right,"193cm / 6'4""",87kg / 192lb,,32,China PR,CSL,Qingdao W. Coast,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sun-jie/221972,,,,,
13039,13039,13955,Mahamadou Susoho,61,62,47,59,62,60,56,63,62,58,41,60,41,44,55,60,53,47,63,61,58,58,70,67,58,65,55,58,57,62,61,60,61,50,56,64,CDM,3,2,Right,"175cm / 5'9""",71kg / 157lb,CM,19,Spain,EFL League One,Peterborough,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mahamadou-susoho/279624,,,,,
13040,13040,13955,Levi Sutton,61,78,45,55,60,58,68,79,78,56,42,48,46,42,48,57,52,44,59,57,45,59,72,71,57,58,58,58,56,56,59,58,73,72,65,70,CDM,2,2,Right,"180cm / 5'11""",74kg / 163lb,CM,27,England,EFL League Two,Harrogate Town,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/levi-sutton/225498,,,,,
13041,13041,13955,Jonathan Svedberg,61,66,48,60,63,59,62,67,66,55,42,56,57,40,40,58,52,57,68,60,48,61,66,69,62,65,59,64,49,63,58,51,59,62,60,70,CM,3,2,Right,"178cm / 5'10""",73kg / 161lb,,25,Sweden,Allsvenskan,Halmstads BK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonathan-svedberg/239278,,,,,
13042,13042,13955,Remi-André Svindland,61,64,55,60,62,40,61,67,61,61,55,58,52,48,56,61,61,48,61,59,58,60,67,69,60,62,59,45,48,35,40,38,56,78,56,52,RW,3,3,Right,"178cm / 5'10""",73kg / 161lb,"CM, RM",26,Norway,Eliteserien,KFUM-Kameratene,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/remi-andre-svindland/279735,,,,,
13043,13043,13955,Lamine Sy,61,77,38,51,59,55,54,80,75,45,39,41,34,25,42,41,58,36,57,45,56,54,73,80,49,61,47,53,48,55,59,56,57,68,48,53,RB,3,2,Right,"174cm / 5'9""",65kg / 143lb,,22,France,Ligue 2 BKT,SM Caen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lamine-sy/268440,,,,,
13044,13044,13955,Levente Szabó,61,60,59,44,55,27,71,54,65,57,63,62,50,60,57,55,31,26,55,34,31,53,58,45,60,59,55,22,71,17,25,26,79,62,80,60,ST,3,2,Right,"195cm / 6'5""",89kg / 196lb,,25,Hungary,Bundesliga 2,Braunschweig,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/levente-szabo/73007,,,,,
13045,13045,13955,Tunahan Taşçı,61,76,52,54,64,30,49,75,77,54,51,62,43,43,59,51,56,49,55,52,54,60,67,76,56,69,57,23,48,28,29,32,53,65,47,31,LM,3,3,Left,"172cm / 5'8""",70kg / 154lb,"RM, LW",22,Turkey,Trendyol Süper Lig,Konyaspor,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tunahan-tasc/268678,,,,,
13046,13046,13955,Max Taylor,61,54,34,45,45,58,75,52,55,24,34,46,26,29,34,38,38,29,54,53,30,43,34,39,50,51,52,53,62,56,60,61,74,66,83,68,CB,2,2,Right,"192cm / 6'4""",85kg / 187lb,,24,England,EFL League Two,Morecambe,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/max-taylor/242801,,,,,
13047,13047,13955,Martín Tejón,61,60,60,60,62,39,52,57,63,57,59,61,63,59,49,61,47,45,68,63,51,62,71,63,47,61,57,31,49,39,41,43,47,61,49,47,CAM,3,3,Right,"165cm / 5'5""",60kg / 132lb,RW,20,Spain,LALIGA EA SPORTS,Valencia CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-tejon/277650,,,,,
13048,13048,13955,Jonas Therkelsen,61,75,54,58,66,58,64,74,76,62,57,54,50,47,40,58,53,38,64,60,49,65,81,72,60,65,58,59,53,60,58,57,67,68,63,60,CM,3,4,Right,"184cm / 6'0""",75kg / 165lb,,21,Norway,Eliteserien,Strømsgodset IF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-therkelsen/271993,,,,,
13049,13049,13955,Jordan Thomas,61,81,55,54,61,35,55,80,82,54,54,57,60,44,52,56,58,51,56,44,56,60,74,76,57,58,59,32,43,34,37,28,56,68,53,43,RM,3,3,Left,"178cm / 5'10""",73kg / 161lb,RW,23,England,EFL League Two,Cheltenham Town,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jordan-thomas/70787,,,,,
13050,13050,13955,Kosi Thompson,61,81,50,54,60,55,63,81,81,47,50,55,45,55,50,49,59,48,60,43,58,62,61,58,49,61,49,54,53,55,55,54,72,64,65,54,RB,3,3,Right,"178cm / 5'10""",79kg / 174lb,"RM, CM",21,Canada,MLS,Toronto FC,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kosi-thompson/267847,,,,,
13051,13051,13955,Ross Tierney,61,74,54,59,63,53,62,73,74,55,57,52,52,46,55,59,53,51,63,59,53,60,74,83,59,62,60,61,44,48,57,47,53,77,54,66,CAM,4,3,Right,"170cm / 5'7""",66kg / 146lb,CM,23,Republic of Ireland,SSE Airtricity PD,Bohemians,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ross-tierney/251454,,,,,
13052,13052,13955,Scott Tiffoney,61,82,60,53,65,37,51,84,80,61,60,64,59,54,52,52,53,60,55,44,59,63,92,69,61,62,53,29,56,40,35,27,60,68,42,49,ST,3,3,Right,"176cm / 5'9""",68kg / 150lb,LM,26,Scotland,Scottish Prem,Dundee FC,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/scott-tiffoney/245404,,,,,
13053,13053,13955,Antonio Tikvić,61,35,31,42,42,60,68,33,36,32,28,42,24,29,34,40,31,30,52,40,32,38,32,34,57,49,53,59,63,60,61,59,66,53,80,57,CB,2,2,Left,"195cm / 6'5""",89kg / 196lb,,20,Croatia,EFL Championship,Watford,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antonio-tikvic/264856,,,,,
13054,13054,13955,Callum Timmins,61,68,60,57,60,56,73,68,68,57,54,74,65,49,50,56,49,49,63,61,55,59,69,69,62,58,57,58,50,52,60,59,68,74,75,70,CM,3,2,Right,"182cm / 6'0""",72kg / 159lb,"CDM, ST",25,Australia,A-League,Newcastle Jets,Power Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/callum-timmins/242056,,,,,
13055,13055,13955,Lorent Tolaj,61,72,61,46,59,33,72,67,76,61,61,64,57,59,59,52,37,42,52,39,50,56,72,66,58,59,57,27,58,30,34,28,72,68,75,70,ST,4,2,Left,"183cm / 6'0""",75kg / 165lb,,22,Switzerland,EFL League Two,Port Vale,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorent-tolaj/266886,,,,,
13056,13056,13955,Mohammed Tolba,61,57,38,53,60,61,63,53,61,40,34,51,34,37,38,39,58,36,65,48,38,59,67,65,54,57,68,61,58,59,62,62,61,54,63,73,RB,2,2,Right,"185cm / 6'1""",76kg / 168lb,CB,20,Germany,Bundesliga,VfL Bochum 1848,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohammed-tolba/270745,,,,,
13057,13057,13955,Hubert Tomalski,61,53,56,61,66,34,72,52,53,59,55,60,54,48,55,58,64,60,62,58,57,66,75,81,50,64,51,30,40,23,42,45,59,67,82,58,LM,4,3,Right,"171cm / 5'7""",70kg / 154lb,"RM, LW",31,Poland,PKO BP Ekstraklasa,Puszcza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hubert-tomalski/275807,,,,,
13058,13058,13955,Tong Lei,61,73,51,53,61,53,65,76,70,51,52,48,49,55,51,49,58,36,55,52,45,59,75,63,57,61,44,58,45,50,54,53,65,73,64,59,RB,3,2,Right,"177cm / 5'10""",71kg / 157lb,,26,China PR,CSL,Shandong Taishan,Whipped Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tong-lei/233946,,,,,
13059,13059,13955,Richard Torales,61,57,63,39,57,18,57,58,57,65,66,64,59,52,59,47,26,48,46,25,36,57,52,62,58,59,43,14,56,12,13,17,67,50,72,25,ST,2,2,Right,"182cm / 6'0""",75kg / 165lb,,23,Paraguay,Sudamericana,S. Ameliano,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richard-torales/275001,,,,,
13060,13060,13955,Cristian Toro,61,64,38,38,56,60,69,66,62,27,35,48,39,26,42,32,20,19,49,54,33,55,58,67,60,55,48,56,61,61,61,60,74,66,75,58,CB,3,2,Left,"183cm / 6'0""",84kg / 185lb,,23,Chile,Libertadores,Cobresal,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cristian-toro/279482,,,,,
13061,13061,13955,Gonzalo Torres,61,63,62,51,64,30,56,61,65,61,66,65,54,53,55,50,62,39,51,46,47,67,58,66,57,64,54,30,47,25,29,28,58,46,66,41,ST,2,3,Left,"178cm / 5'10""",76kg / 168lb,LM,24,Argentina,Primera División,Godoy Cruz,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gonzalo-torres/260070,,,,,
13062,13062,13955,David Toshevski,61,57,61,39,54,26,64,58,57,59,64,65,54,56,59,43,23,40,49,33,30,54,52,52,63,54,43,19,72,23,18,26,74,56,68,59,ST,2,2,Right,"187cm / 6'2""",80kg / 176lb,,23,North Macedonia,Ö. Bundesliga,Austria Klagenfurt,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-toshevski/71062,,,,,
13063,13063,13955,Samson Tovide,61,82,58,51,62,40,79,84,81,60,59,59,58,52,54,58,49,45,52,43,47,61,76,76,57,57,58,39,52,39,41,32,80,75,79,83,ST,2,3,Left,"188cm / 6'2""",78kg / 172lb,,20,England,EFL League Two,Colchester,Quick Step,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samson-tovide/258749,,,,,
13064,13064,13955,Mai Traore,61,76,58,45,59,19,61,78,74,62,62,58,53,47,57,48,31,30,57,38,40,57,74,60,56,58,46,16,64,13,13,11,77,63,67,40,ST,2,2,Left,"185cm / 6'1""",74kg / 163lb,,24,Guinea,Eliteserien,Fredrikstad FK,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mai-traore/261454,,,,,
13065,13065,13955,Daniel Trejo,61,66,57,56,67,31,49,68,64,54,62,57,53,43,47,58,52,46,61,48,54,67,78,82,55,66,54,26,44,33,30,27,46,56,49,42,LM,4,3,Right,"175cm / 5'9""",73kg / 161lb,LW,26,Mexico,PKO BP Ekstraklasa,Korona Kielce,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-trejo/269734,,,,,
